Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Administrative Arrests
Pending Criminal Charges,Chicago,HONDURAS,2023,1,2,Nov 2022,25
Pending Criminal Charges,Chicago,HONDURAS,2023,1,1,Oct 2022,10
Pending Criminal Charges,Chicago,HONDURAS,2023,2,5,Feb 2023,10
Pending Criminal Charges,Chicago,HONDURAS,2023,2,6,Mar 2023,14
Pending Criminal Charges,Chicago,HONDURAS,2023,2,4,Jan 2023,13
Pending Criminal Charges,Chicago,HONDURAS,2023,3,7,Apr 2023,12
Pending Criminal Charges,Chicago,HONDURAS,2023,3,8,May 2023,16
Pending Criminal Charges,Chicago,HONDURAS,2023,3,9,Jun 2023,15
Pending Criminal Charges,Chicago,HONDURAS,2023,4,10,Jul 2023,22
Pending Criminal Charges,Chicago,HONDURAS,2023,4,12,Sep 2023,13
Pending Criminal Charges,Chicago,HONDURAS,2024,1,3,Dec 2023,21
Pending Criminal Charges,Chicago,HONDURAS,2024,1,2,Nov 2023,26
Pending Criminal Charges,Chicago,HONDURAS,2024,1,1,Oct 2023,18
Pending Criminal Charges,Chicago,HONDURAS,2024,2,5,Feb 2024,10
Pending Criminal Charges,Chicago,HONDURAS,2024,2,6,Mar 2024,23
Pending Criminal Charges,Chicago,HONDURAS,2024,2,4,Jan 2024,19
Pending Criminal Charges,Chicago,HONDURAS,2024,3,7,Apr 2024,25
Pending Criminal Charges,Chicago,HONDURAS,2024,3,8,May 2024,26
Pending Criminal Charges,Chicago,HONDURAS,2024,3,9,Jun 2024,12
Pending Criminal Charges,Chicago,HONDURAS,2024,4,10,Jul 2024,16
Pending Criminal Charges,Chicago,HONDURAS,2024,4,11,Aug 2024,20
Pending Criminal Charges,Chicago,HONDURAS,2024,4,12,Sep 2024,15
Pending Criminal Charges,Chicago,MEXICO,2021,1,3,Dec 2020,53
Pending Criminal Charges,Chicago,MEXICO,2021,1,2,Nov 2020,37
Pending Criminal Charges,Chicago,MEXICO,2021,1,1,Oct 2020,60
Pending Criminal Charges,Chicago,MEXICO,2021,2,6,Mar 2021,29
Pending Criminal Charges,Chicago,MEXICO,2021,2,4,Jan 2021,58
Pending Criminal Charges,Chicago,MEXICO,2021,3,7,Apr 2021,41
Pending Criminal Charges,Chicago,MEXICO,2021,3,8,May 2021,34
Pending Criminal Charges,Chicago,MEXICO,2021,3,9,Jun 2021,40
Pending Criminal Charges,Chicago,MEXICO,2021,4,10,Jul 2021,35
Pending Criminal Charges,Chicago,MEXICO,2021,4,11,Aug 2021,36
Pending Criminal Charges,Chicago,MEXICO,2021,4,12,Sep 2021,42
Pending Criminal Charges,Chicago,MEXICO,2022,1,3,Dec 2021,18
Pending Criminal Charges,Chicago,MEXICO,2022,1,2,Nov 2021,25
Pending Criminal Charges,Chicago,MEXICO,2022,1,1,Oct 2021,23
Pending Criminal Charges,Chicago,MEXICO,2022,2,5,Feb 2022,18
Pending Criminal Charges,Chicago,MEXICO,2022,2,6,Mar 2022,35
Pending Criminal Charges,Chicago,MEXICO,2022,2,4,Jan 2022,21
Pending Criminal Charges,Chicago,MEXICO,2022,3,7,Apr 2022,42
Pending Criminal Charges,Chicago,MEXICO,2022,3,8,May 2022,34
Pending Criminal Charges,Chicago,MEXICO,2022,3,9,Jun 2022,32
Pending Criminal Charges,Chicago,MEXICO,2022,4,10,Jul 2022,29
Pending Criminal Charges,Chicago,MEXICO,2022,4,11,Aug 2022,39
Pending Criminal Charges,Chicago,MEXICO,2022,4,12,Sep 2022,44
Pending Criminal Charges,Chicago,MEXICO,2023,1,3,Dec 2022,35
Pending Criminal Charges,Chicago,MEXICO,2023,1,2,Nov 2022,41
Pending Criminal Charges,Chicago,MEXICO,2023,1,1,Oct 2022,56
Pending Criminal Charges,Chicago,MEXICO,2023,2,5,Feb 2023,53
Pending Criminal Charges,Chicago,MEXICO,2023,2,6,Mar 2023,51
Pending Criminal Charges,Chicago,MEXICO,2023,2,4,Jan 2023,48
Pending Criminal Charges,Chicago,MEXICO,2023,3,7,Apr 2023,39
Pending Criminal Charges,Chicago,MEXICO,2023,3,8,May 2023,71
Pending Criminal Charges,Chicago,MEXICO,2023,3,9,Jun 2023,64
Pending Criminal Charges,Chicago,MEXICO,2023,4,10,Jul 2023,43
Pending Criminal Charges,Chicago,MEXICO,2023,4,11,Aug 2023,54
Pending Criminal Charges,Chicago,MEXICO,2023,4,12,Sep 2023,58
Pending Criminal Charges,Chicago,MEXICO,2024,1,3,Dec 2023,45
Pending Criminal Charges,Chicago,MEXICO,2024,1,2,Nov 2023,50
Pending Criminal Charges,Chicago,MEXICO,2024,1,1,Oct 2023,58
Pending Criminal Charges,Chicago,MEXICO,2024,2,5,Feb 2024,59
Pending Criminal Charges,Chicago,MEXICO,2024,2,6,Mar 2024,45
Pending Criminal Charges,Chicago,MEXICO,2024,2,4,Jan 2024,40
Pending Criminal Charges,Chicago,MEXICO,2024,3,7,Apr 2024,63
Pending Criminal Charges,Chicago,MEXICO,2024,3,8,May 2024,63
Pending Criminal Charges,Chicago,MEXICO,2024,3,9,Jun 2024,53
Pending Criminal Charges,Chicago,MEXICO,2024,4,10,Jul 2024,60
Pending Criminal Charges,Chicago,MEXICO,2024,4,11,Aug 2024,85
Pending Criminal Charges,Chicago,MEXICO,2024,4,12,Sep 2024,78
Pending Criminal Charges,Chicago,NICARAGUA,2023,1,2,Nov 2022,10
Pending Criminal Charges,Chicago,NICARAGUA,2023,1,1,Oct 2022,10
Pending Criminal Charges,Chicago,NICARAGUA,2023,2,5,Feb 2023,17
Pending Criminal Charges,Chicago,NICARAGUA,2023,2,6,Mar 2023,12
Pending Criminal Charges,Chicago,NICARAGUA,2023,2,4,Jan 2023,11
Pending Criminal Charges,Chicago,NICARAGUA,2023,3,9,Jun 2023,11
Pending Criminal Charges,Chicago,NICARAGUA,2023,4,10,Jul 2023,15
Pending Criminal Charges,Chicago,NICARAGUA,2023,4,11,Aug 2023,10
Pending Criminal Charges,Chicago,NICARAGUA,2023,4,12,Sep 2023,24
Pending Criminal Charges,Chicago,NICARAGUA,2024,1,3,Dec 2023,17
Pending Criminal Charges,Chicago,NICARAGUA,2024,1,2,Nov 2023,13
Pending Criminal Charges,Chicago,NICARAGUA,2024,1,1,Oct 2023,12
Pending Criminal Charges,Chicago,NICARAGUA,2024,2,5,Feb 2024,24
Pending Criminal Charges,Chicago,NICARAGUA,2024,2,6,Mar 2024,11
Pending Criminal Charges,Chicago,NICARAGUA,2024,2,4,Jan 2024,16
Pending Criminal Charges,Chicago,NICARAGUA,2024,3,7,Apr 2024,14
Pending Criminal Charges,Chicago,NICARAGUA,2024,3,8,May 2024,17
Pending Criminal Charges,Chicago,NICARAGUA,2024,3,9,Jun 2024,19
Pending Criminal Charges,Chicago,NICARAGUA,2024,4,10,Jul 2024,10
Pending Criminal Charges,Chicago,NICARAGUA,2024,4,11,Aug 2024,19
Pending Criminal Charges,Chicago,NICARAGUA,2024,4,12,Sep 2024,17
Pending Criminal Charges,Chicago,VENEZUELA,2024,2,5,Feb 2024,10
Pending Criminal Charges,Dallas,COLOMBIA,2024,4,12,Sep 2024,10
Pending Criminal Charges,Dallas,EL SALVADOR,2021,1,3,Dec 2020,15
Pending Criminal Charges,Dallas,EL SALVADOR,2021,1,2,Nov 2020,12
Pending Criminal Charges,Dallas,EL SALVADOR,2021,1,1,Oct 2020,11
Pending Criminal Charges,Dallas,EL SALVADOR,2021,2,4,Jan 2021,18
Pending Criminal Charges,Dallas,EL SALVADOR,2021,4,11,Aug 2021,10
Pending Criminal Charges,Dallas,EL SALVADOR,2022,2,4,Jan 2022,20
Pending Criminal Charges,Dallas,EL SALVADOR,2022,3,9,Jun 2022,11
Pending Criminal Charges,Dallas,EL SALVADOR,2022,4,10,Jul 2022,10
Pending Criminal Charges,Dallas,EL SALVADOR,2022,4,11,Aug 2022,20
Pending Criminal Charges,Dallas,EL SALVADOR,2022,4,12,Sep 2022,17
Pending Criminal Charges,Dallas,EL SALVADOR,2023,1,3,Dec 2022,10
Pending Criminal Charges,Dallas,EL SALVADOR,2023,1,2,Nov 2022,17
Pending Criminal Charges,Dallas,EL SALVADOR,2023,1,1,Oct 2022,14
Pending Criminal Charges,Dallas,EL SALVADOR,2023,2,6,Mar 2023,10
Pending Criminal Charges,Dallas,EL SALVADOR,2023,2,4,Jan 2023,13
Pending Criminal Charges,Dallas,EL SALVADOR,2023,3,7,Apr 2023,16
Pending Criminal Charges,Dallas,EL SALVADOR,2023,3,8,May 2023,14
Pending Criminal Charges,Dallas,EL SALVADOR,2023,3,9,Jun 2023,18
Pending Criminal Charges,Dallas,EL SALVADOR,2023,4,10,Jul 2023,26
Pending Criminal Charges,Dallas,EL SALVADOR,2023,4,11,Aug 2023,14
Pending Criminal Charges,Dallas,EL SALVADOR,2023,4,12,Sep 2023,12
Pending Criminal Charges,Dallas,EL SALVADOR,2024,1,3,Dec 2023,13
Pending Criminal Charges,Dallas,EL SALVADOR,2024,1,1,Oct 2023,11
Pending Criminal Charges,Dallas,EL SALVADOR,2024,2,5,Feb 2024,13
Pending Criminal Charges,Dallas,EL SALVADOR,2024,2,6,Mar 2024,16
Pending Criminal Charges,Dallas,EL SALVADOR,2024,2,4,Jan 2024,13
Pending Criminal Charges,Dallas,EL SALVADOR,2024,3,7,Apr 2024,14
Pending Criminal Charges,Dallas,EL SALVADOR,2024,3,8,May 2024,22
Pending Criminal Charges,Dallas,EL SALVADOR,2024,3,9,Jun 2024,16
Pending Criminal Charges,Dallas,EL SALVADOR,2024,4,10,Jul 2024,26
Pending Criminal Charges,Dallas,EL SALVADOR,2024,4,11,Aug 2024,24
Pending Criminal Charges,Dallas,EL SALVADOR,2024,4,12,Sep 2024,21
Pending Criminal Charges,Dallas,GUATEMALA,2021,1,3,Dec 2020,21
Pending Criminal Charges,Dallas,GUATEMALA,2021,1,2,Nov 2020,20
Pending Criminal Charges,Dallas,GUATEMALA,2021,1,1,Oct 2020,25
Pending Criminal Charges,Dallas,GUATEMALA,2021,2,4,Jan 2021,11
Pending Criminal Charges,Dallas,GUATEMALA,2022,1,3,Dec 2021,10
Pending Criminal Charges,Dallas,GUATEMALA,2022,2,4,Jan 2022,12
Pending Criminal Charges,Dallas,GUATEMALA,2022,4,10,Jul 2022,18
Pending Criminal Charges,Dallas,GUATEMALA,2022,4,11,Aug 2022,43
Pending Criminal Charges,Dallas,GUATEMALA,2022,4,12,Sep 2022,18
Pending Criminal Charges,Dallas,GUATEMALA,2023,1,3,Dec 2022,18
Pending Criminal Charges,Dallas,GUATEMALA,2023,1,2,Nov 2022,15
Pending Criminal Charges,Dallas,GUATEMALA,2023,1,1,Oct 2022,19
Pending Criminal Charges,Dallas,GUATEMALA,2023,2,5,Feb 2023,14
Pending Criminal Charges,Dallas,GUATEMALA,2023,2,6,Mar 2023,18
Pending Criminal Charges,Dallas,GUATEMALA,2023,2,4,Jan 2023,24
Pending Criminal Charges,Dallas,GUATEMALA,2023,3,7,Apr 2023,23
Pending Criminal Charges,Dallas,GUATEMALA,2023,3,8,May 2023,18
Pending Criminal Charges,Dallas,GUATEMALA,2023,3,9,Jun 2023,25
Pending Criminal Charges,Dallas,GUATEMALA,2023,4,10,Jul 2023,34
Pending Criminal Charges,Dallas,GUATEMALA,2023,4,11,Aug 2023,15
Pending Criminal Charges,Dallas,GUATEMALA,2023,4,12,Sep 2023,21
Pending Criminal Charges,Dallas,GUATEMALA,2024,1,3,Dec 2023,16
Pending Criminal Charges,Dallas,GUATEMALA,2024,1,2,Nov 2023,23
Pending Criminal Charges,Dallas,GUATEMALA,2024,1,1,Oct 2023,18
Pending Criminal Charges,Dallas,GUATEMALA,2024,2,5,Feb 2024,19
Pending Criminal Charges,Dallas,GUATEMALA,2024,2,6,Mar 2024,28
Pending Criminal Charges,Dallas,GUATEMALA,2024,2,4,Jan 2024,31
Pending Criminal Charges,Dallas,GUATEMALA,2024,3,7,Apr 2024,42
Pending Criminal Charges,Dallas,GUATEMALA,2024,3,8,May 2024,44
Pending Criminal Charges,Dallas,GUATEMALA,2024,3,9,Jun 2024,28
Pending Criminal Charges,Dallas,GUATEMALA,2024,4,10,Jul 2024,35
Pending Criminal Charges,Dallas,GUATEMALA,2024,4,11,Aug 2024,44
Pending Criminal Charges,Dallas,GUATEMALA,2024,4,12,Sep 2024,37
Pending Criminal Charges,Dallas,HONDURAS,2021,1,3,Dec 2020,20
Pending Criminal Charges,Dallas,HONDURAS,2021,1,2,Nov 2020,27
Pending Criminal Charges,Dallas,HONDURAS,2021,1,1,Oct 2020,22
Pending Criminal Charges,Dallas,HONDURAS,2021,2,4,Jan 2021,17
Pending Criminal Charges,Dallas,HONDURAS,2021,4,12,Sep 2021,21
Pending Criminal Charges,Dallas,HONDURAS,2022,2,5,Feb 2022,11
Pending Criminal Charges,Dallas,HONDURAS,2022,2,6,Mar 2022,10
Pending Criminal Charges,Dallas,HONDURAS,2022,3,7,Apr 2022,11
Pending Criminal Charges,Dallas,HONDURAS,2022,4,10,Jul 2022,17
Pending Criminal Charges,Dallas,HONDURAS,2022,4,11,Aug 2022,42
Pending Criminal Charges,Dallas,HONDURAS,2022,4,12,Sep 2022,47
Pending Criminal Charges,Dallas,HONDURAS,2023,1,3,Dec 2022,24
Pending Criminal Charges,Dallas,HONDURAS,2023,1,2,Nov 2022,22
Pending Criminal Charges,Dallas,HONDURAS,2023,1,1,Oct 2022,31
Pending Criminal Charges,Dallas,HONDURAS,2023,2,5,Feb 2023,17
Pending Criminal Charges,Dallas,HONDURAS,2023,2,6,Mar 2023,29
Pending Criminal Charges,Dallas,HONDURAS,2023,2,4,Jan 2023,28
Pending Criminal Charges,Dallas,HONDURAS,2023,3,7,Apr 2023,26
Pending Criminal Charges,Dallas,HONDURAS,2023,3,8,May 2023,34
Pending Criminal Charges,Dallas,HONDURAS,2023,3,9,Jun 2023,32
Pending Criminal Charges,Dallas,HONDURAS,2023,4,10,Jul 2023,31
Pending Criminal Charges,Dallas,HONDURAS,2023,4,11,Aug 2023,37
Pending Criminal Charges,Dallas,HONDURAS,2023,4,12,Sep 2023,38
Pending Criminal Charges,Dallas,HONDURAS,2024,1,3,Dec 2023,28
Pending Criminal Charges,Dallas,HONDURAS,2024,1,2,Nov 2023,34
Pending Criminal Charges,Dallas,HONDURAS,2024,1,1,Oct 2023,35
Pending Criminal Charges,Dallas,HONDURAS,2024,2,5,Feb 2024,40
Pending Criminal Charges,Dallas,HONDURAS,2024,2,6,Mar 2024,42
Pending Criminal Charges,Dallas,HONDURAS,2024,2,4,Jan 2024,32
Pending Criminal Charges,Dallas,HONDURAS,2024,3,7,Apr 2024,32
Pending Criminal Charges,Dallas,HONDURAS,2024,3,8,May 2024,48
Pending Criminal Charges,Dallas,HONDURAS,2024,3,9,Jun 2024,38
Pending Criminal Charges,Dallas,HONDURAS,2024,4,10,Jul 2024,56
Pending Criminal Charges,Dallas,HONDURAS,2024,4,11,Aug 2024,70
Pending Criminal Charges,Dallas,HONDURAS,2024,4,12,Sep 2024,46
Pending Criminal Charges,Dallas,MEXICO,2021,1,3,Dec 2020,164
Pending Criminal Charges,Dallas,MEXICO,2021,1,2,Nov 2020,159
Pending Criminal Charges,Dallas,MEXICO,2021,1,1,Oct 2020,133
Pending Criminal Charges,Dallas,MEXICO,2021,2,5,Feb 2021,11
Pending Criminal Charges,Dallas,MEXICO,2021,2,4,Jan 2021,98
Pending Criminal Charges,Dallas,MEXICO,2021,3,8,May 2021,13
Pending Criminal Charges,Dallas,MEXICO,2021,4,10,Jul 2021,12
Pending Criminal Charges,Dallas,MEXICO,2021,4,11,Aug 2021,17
Pending Criminal Charges,Dallas,MEXICO,2021,4,12,Sep 2021,16
Pending Criminal Charges,Dallas,MEXICO,2022,1,3,Dec 2021,16
Pending Criminal Charges,Dallas,MEXICO,2022,1,2,Nov 2021,14
Pending Criminal Charges,Dallas,MEXICO,2022,1,1,Oct 2021,20
Pending Criminal Charges,Dallas,MEXICO,2022,2,5,Feb 2022,19
Pending Criminal Charges,Dallas,MEXICO,2022,2,6,Mar 2022,34
Pending Criminal Charges,Dallas,MEXICO,2022,2,4,Jan 2022,25
Pending Criminal Charges,Dallas,MEXICO,2022,3,7,Apr 2022,32
Pending Criminal Charges,Dallas,MEXICO,2022,3,8,May 2022,50
Pending Criminal Charges,Dallas,MEXICO,2022,3,9,Jun 2022,44
Pending Criminal Charges,Dallas,MEXICO,2022,4,10,Jul 2022,140
Pending Criminal Charges,Dallas,MEXICO,2022,4,11,Aug 2022,137
Pending Criminal Charges,Dallas,MEXICO,2022,4,12,Sep 2022,215
Pending Criminal Charges,Dallas,MEXICO,2023,1,3,Dec 2022,137
Pending Criminal Charges,Dallas,MEXICO,2023,1,2,Nov 2022,120
Pending Criminal Charges,Dallas,MEXICO,2023,1,1,Oct 2022,184
Pending Criminal Charges,Dallas,MEXICO,2023,2,5,Feb 2023,140
Pending Criminal Charges,Dallas,MEXICO,2023,2,6,Mar 2023,152
Pending Criminal Charges,Dallas,MEXICO,2023,2,4,Jan 2023,140
Pending Criminal Charges,Dallas,MEXICO,2023,3,7,Apr 2023,152
Pending Criminal Charges,Dallas,MEXICO,2023,3,8,May 2023,166
Pending Criminal Charges,Dallas,MEXICO,2023,3,9,Jun 2023,188
Pending Criminal Charges,Dallas,MEXICO,2023,4,10,Jul 2023,233
Pending Criminal Charges,Dallas,MEXICO,2023,4,11,Aug 2023,131
Pending Criminal Charges,Dallas,MEXICO,2023,4,12,Sep 2023,138
Pending Criminal Charges,Dallas,MEXICO,2024,1,3,Dec 2023,97
Pending Criminal Charges,Dallas,MEXICO,2024,1,2,Nov 2023,100
Pending Criminal Charges,Dallas,MEXICO,2024,1,1,Oct 2023,108
Pending Criminal Charges,Dallas,MEXICO,2024,2,5,Feb 2024,111
Pending Criminal Charges,Dallas,MEXICO,2024,2,6,Mar 2024,148
Pending Criminal Charges,Dallas,MEXICO,2024,2,4,Jan 2024,109
Pending Criminal Charges,Dallas,MEXICO,2024,3,7,Apr 2024,193
Pending Criminal Charges,Dallas,MEXICO,2024,3,8,May 2024,175
Pending Criminal Charges,Dallas,MEXICO,2024,3,9,Jun 2024,163
Pending Criminal Charges,Dallas,MEXICO,2024,4,10,Jul 2024,215
Pending Criminal Charges,Dallas,MEXICO,2024,4,11,Aug 2024,211
Pending Criminal Charges,Dallas,MEXICO,2024,4,12,Sep 2024,184
Pending Criminal Charges,Dallas,NICARAGUA,2024,2,5,Feb 2024,11
Pending Criminal Charges,Dallas,NICARAGUA,2024,3,7,Apr 2024,12
Pending Criminal Charges,Dallas,NICARAGUA,2024,3,8,May 2024,10
Pending Criminal Charges,Dallas,VENEZUELA,2022,2,5,Feb 2022,16
Pending Criminal Charges,Dallas,VENEZUELA,2022,2,4,Jan 2022,46
Pending Criminal Charges,Dallas,VENEZUELA,2022,3,7,Apr 2022,13
Pending Criminal Charges,Dallas,VENEZUELA,2022,4,11,Aug 2022,18
Pending Criminal Charges,Dallas,VENEZUELA,2022,4,12,Sep 2022,12
Pending Criminal Charges,Dallas,VENEZUELA,2023,4,12,Sep 2023,11
Pending Criminal Charges,Dallas,VENEZUELA,2024,1,2,Nov 2023,13
Pending Criminal Charges,Dallas,VENEZUELA,2024,2,5,Feb 2024,10
Pending Criminal Charges,Dallas,VENEZUELA,2024,2,6,Mar 2024,21
Pending Criminal Charges,Dallas,VENEZUELA,2024,2,4,Jan 2024,12
Pending Criminal Charges,Dallas,VENEZUELA,2024,3,7,Apr 2024,11
Pending Criminal Charges,Dallas,VENEZUELA,2024,3,8,May 2024,29
Pending Criminal Charges,Dallas,VENEZUELA,2024,3,9,Jun 2024,25
Pending Criminal Charges,Dallas,VENEZUELA,2024,4,10,Jul 2024,20
Pending Criminal Charges,Dallas,VENEZUELA,2024,4,11,Aug 2024,26
Pending Criminal Charges,Dallas,VENEZUELA,2024,4,12,Sep 2024,28
Pending Criminal Charges,Denver,MEXICO,2021,1,1,Oct 2020,11
Pending Criminal Charges,Denver,MEXICO,2023,2,5,Feb 2023,11
Pending Criminal Charges,Denver,MEXICO,2023,2,6,Mar 2023,14
Pending Criminal Charges,Denver,MEXICO,2023,2,4,Jan 2023,15
Pending Criminal Charges,Denver,MEXICO,2023,3,8,May 2023,15
Pending Criminal Charges,Denver,MEXICO,2023,3,9,Jun 2023,15
Pending Criminal Charges,Denver,MEXICO,2023,4,10,Jul 2023,13
Pending Criminal Charges,Denver,MEXICO,2023,4,12,Sep 2023,16
Pending Criminal Charges,Denver,MEXICO,2024,1,1,Oct 2023,17
Pending Criminal Charges,Denver,MEXICO,2024,2,6,Mar 2024,10
Pending Criminal Charges,Denver,MEXICO,2024,2,4,Jan 2024,10
Pending Criminal Charges,Denver,MEXICO,2024,3,9,Jun 2024,14
Pending Criminal Charges,Denver,MEXICO,2024,4,10,Jul 2024,15
Pending Criminal Charges,Denver,MEXICO,2024,4,11,Aug 2024,13
Pending Criminal Charges,Denver,MEXICO,2024,4,12,Sep 2024,13
Pending Criminal Charges,Denver,VENEZUELA,2024,4,12,Sep 2024,10
Pending Criminal Charges,Detroit,GUATEMALA,2023,3,8,May 2023,10
Pending Criminal Charges,Detroit,GUATEMALA,2023,4,11,Aug 2023,14
Pending Criminal Charges,Detroit,MEXICO,2021,1,3,Dec 2020,16
Pending Criminal Charges,Detroit,MEXICO,2021,1,2,Nov 2020,13
Pending Criminal Charges,Detroit,MEXICO,2021,1,1,Oct 2020,22
Pending Criminal Charges,Detroit,MEXICO,2021,2,4,Jan 2021,11
Pending Criminal Charges,Detroit,MEXICO,2022,4,11,Aug 2022,17
Pending Criminal Charges,Detroit,MEXICO,2022,4,12,Sep 2022,17
Pending Criminal Charges,Detroit,MEXICO,2023,1,3,Dec 2022,10
Pending Criminal Charges,Detroit,MEXICO,2023,1,1,Oct 2022,10
Pending Criminal Charges,Detroit,MEXICO,2023,2,4,Jan 2023,12
Pending Criminal Charges,Detroit,MEXICO,2023,3,7,Apr 2023,13
Pending Criminal Charges,Detroit,MEXICO,2023,3,9,Jun 2023,13
Pending Criminal Charges,Detroit,MEXICO,2023,4,10,Jul 2023,10
Pending Criminal Charges,Detroit,MEXICO,2023,4,11,Aug 2023,18
Pending Criminal Charges,Detroit,MEXICO,2023,4,12,Sep 2023,11
Pending Criminal Charges,Detroit,MEXICO,2024,1,3,Dec 2023,14
Pending Criminal Charges,Detroit,MEXICO,2024,1,2,Nov 2023,14
Pending Criminal Charges,Detroit,MEXICO,2024,2,5,Feb 2024,12
Pending Criminal Charges,Detroit,MEXICO,2024,2,6,Mar 2024,11
Pending Criminal Charges,Detroit,MEXICO,2024,2,4,Jan 2024,14
Pending Criminal Charges,Detroit,MEXICO,2024,3,7,Apr 2024,15
Pending Criminal Charges,Detroit,MEXICO,2024,3,9,Jun 2024,10
Pending Criminal Charges,Detroit,MEXICO,2024,4,10,Jul 2024,14
Pending Criminal Charges,Detroit,MEXICO,2024,4,11,Aug 2024,19
Pending Criminal Charges,Detroit,MEXICO,2024,4,12,Sep 2024,14
Pending Criminal Charges,El Paso,COLOMBIA,2023,4,12,Sep 2023,29
Pending Criminal Charges,El Paso,ECUADOR,2023,4,12,Sep 2023,17
Pending Criminal Charges,El Paso,GUATEMALA,2023,4,12,Sep 2023,14
Pending Criminal Charges,El Paso,HONDURAS,2023,4,12,Sep 2023,10
Pending Criminal Charges,El Paso,MEXICO,2021,1,3,Dec 2020,20
Pending Criminal Charges,El Paso,MEXICO,2021,1,2,Nov 2020,21
Pending Criminal Charges,El Paso,MEXICO,2021,1,1,Oct 2020,18
Pending Criminal Charges,El Paso,MEXICO,2021,2,4,Jan 2021,17
Pending Criminal Charges,El Paso,MEXICO,2022,1,2,Nov 2021,10
Pending Criminal Charges,El Paso,MEXICO,2022,2,6,Mar 2022,14
Pending Criminal Charges,El Paso,MEXICO,2022,3,7,Apr 2022,10
Pending Criminal Charges,El Paso,MEXICO,2022,3,8,May 2022,13
Pending Criminal Charges,El Paso,MEXICO,2022,4,10,Jul 2022,15
Pending Criminal Charges,El Paso,MEXICO,2022,4,11,Aug 2022,25
Pending Criminal Charges,El Paso,MEXICO,2022,4,12,Sep 2022,17
Pending Criminal Charges,El Paso,MEXICO,2023,1,3,Dec 2022,22
Pending Criminal Charges,El Paso,MEXICO,2023,1,2,Nov 2022,22
Pending Criminal Charges,El Paso,MEXICO,2023,1,1,Oct 2022,23
Pending Criminal Charges,El Paso,MEXICO,2023,2,5,Feb 2023,34
Pending Criminal Charges,El Paso,MEXICO,2023,2,6,Mar 2023,38
Pending Criminal Charges,El Paso,MEXICO,2023,2,4,Jan 2023,16
Pending Criminal Charges,El Paso,MEXICO,2023,3,7,Apr 2023,12
Pending Criminal Charges,El Paso,MEXICO,2023,3,8,May 2023,24
Pending Criminal Charges,El Paso,MEXICO,2023,3,9,Jun 2023,21
Pending Criminal Charges,El Paso,MEXICO,2023,4,10,Jul 2023,31
Pending Criminal Charges,El Paso,MEXICO,2023,4,11,Aug 2023,15
Pending Criminal Charges,El Paso,MEXICO,2023,4,12,Sep 2023,20
Pending Criminal Charges,El Paso,MEXICO,2024,1,3,Dec 2023,17
Pending Criminal Charges,El Paso,MEXICO,2024,1,2,Nov 2023,22
Pending Criminal Charges,El Paso,MEXICO,2024,1,1,Oct 2023,23
Pending Criminal Charges,El Paso,MEXICO,2024,2,5,Feb 2024,31
Pending Criminal Charges,El Paso,MEXICO,2024,2,6,Mar 2024,22
Pending Criminal Charges,El Paso,MEXICO,2024,2,4,Jan 2024,20
Pending Criminal Charges,El Paso,MEXICO,2024,3,7,Apr 2024,20
Pending Criminal Charges,El Paso,MEXICO,2024,3,8,May 2024,21
Pending Criminal Charges,El Paso,MEXICO,2024,3,9,Jun 2024,27
Pending Criminal Charges,El Paso,MEXICO,2024,4,10,Jul 2024,31
Pending Criminal Charges,El Paso,MEXICO,2024,4,11,Aug 2024,45
Pending Criminal Charges,El Paso,MEXICO,2024,4,12,Sep 2024,15
Pending Criminal Charges,El Paso,VENEZUELA,2022,1,1,Oct 2021,24
Pending Criminal Charges,Harlingen,COLOMBIA,2023,4,10,Jul 2023,20
Pending Criminal Charges,Harlingen,COLOMBIA,2023,4,11,Aug 2023,12
Pending Criminal Charges,Harlingen,COLOMBIA,2024,2,5,Feb 2024,10
Pending Criminal Charges,Harlingen,COLOMBIA,2024,2,6,Mar 2024,19
Pending Criminal Charges,Harlingen,COLOMBIA,2024,3,8,May 2024,13
Pending Criminal Charges,Harlingen,COLOMBIA,2024,3,9,Jun 2024,30
Pending Criminal Charges,Harlingen,CUBA,2023,1,2,Nov 2022,17
Pending Criminal Charges,Harlingen,CUBA,2023,4,11,Aug 2023,11
Pending Criminal Charges,Harlingen,CUBA,2024,1,3,Dec 2023,11
Pending Criminal Charges,Harlingen,CUBA,2024,1,2,Nov 2023,17
Pending Criminal Charges,Harlingen,CUBA,2024,3,8,May 2024,17
Pending Criminal Charges,Harlingen,DOMINICAN REPUBLIC,2024,2,6,Mar 2024,11
Pending Criminal Charges,Harlingen,DOMINICAN REPUBLIC,2024,3,9,Jun 2024,17
Pending Criminal Charges,Harlingen,ECUADOR,2023,4,10,Jul 2023,11
Pending Criminal Charges,Harlingen,ECUADOR,2023,4,11,Aug 2023,13
Pending Criminal Charges,Harlingen,ECUADOR,2024,2,6,Mar 2024,17
Pending Criminal Charges,Harlingen,ECUADOR,2024,3,8,May 2024,26
Pending Criminal Charges,Harlingen,ECUADOR,2024,3,9,Jun 2024,32
Pending Criminal Charges,Harlingen,EL SALVADOR,2022,4,12,Sep 2022,12
Pending Criminal Charges,Harlingen,EL SALVADOR,2023,1,3,Dec 2022,14
